row,order_number,serial_number,reason
2457,5788,RSBB1M0020825082613,"Duplicate serial (same product, no update needed)"
2458,5788,RSBB1M0020825082599,"Duplicate serial (same product, no update needed)"
2459,5788,RSBB1M0020825082601,"Duplicate serial (same product, no update needed)"
2460,5788,RSBB1M0020825082615,"Duplicate serial (same product, no update needed)"
2461,5788,RSBB1M0020825082614,"Duplicate serial (same product, no update needed)"
2462,5789,RSBB1M0020825082642,"Duplicate serial (same product, no update needed)"
2463,5789,RSBB1M0020825082646,"Duplicate serial (same product, no update needed)"
2464,5789,RSBB1M0020825082632,"Duplicate serial (same product, no update needed)"
2465,5789,RSBB1M0020825082571,"Duplicate serial (same product, no update needed)"
2466,5789,RSBB1M0020825082634,"Duplicate serial (same product, no update needed)"
2467,5789,RSBB1M0020825082636,"Duplicate serial (same product, no update needed)"
2468,5794,MS2510011A1084,"Duplicate serial (same product, no update needed)"
2469,5794,MS2510011A1087,"Duplicate serial (same product, no update needed)"
2470,5794,MS2509301A4928,"Duplicate serial (same product, no update needed)"
2471,5794,MS2509301A4894,"Duplicate serial (same product, no update needed)"
2472,5794,MS2509301A4911,"Duplicate serial (same product, no update needed)"
2473,5794,MS2510011A0572,"Duplicate serial (same product, no update needed)"
2474,5794,MS2510011A0941,"Duplicate serial (same product, no update needed)"
2475,5794,MS2510011A0958,"Duplicate serial (same product, no update needed)"
2476,5794,SYS11911FK45KH,"Duplicate serial (same product, no update needed)"
2477,5795,RSBB1M0020825082704,"Duplicate serial (same product, no update needed)"
2478,5795,RSBB1M0020825082697,"Duplicate serial (same product, no update needed)"
2479,5795,RSBB1M0020825082635,"Duplicate serial (same product, no update needed)"
2480,5795,RSBB1M0020825082741,"Duplicate serial (same product, no update needed)"
2481,5795,RSBB1M0020825082678,"Duplicate serial (same product, no update needed)"
2482,5795,RSBB1M0020825082589,"Duplicate serial (same product, no update needed)"
2483,5795,119116125A04545,"Duplicate serial (same product, no update needed)"
2484,5796,MS2510011A1413,"Duplicate serial (same product, no update needed)"
2485,5796,MS2510011A1339,"Duplicate serial (same product, no update needed)"
2486,5796,MS2510011A1126,"Duplicate serial (same product, no update needed)"
2487,5796,MS2510011A1288,"Duplicate serial (same product, no update needed)"
2488,5796,MS2510011A1195,"Duplicate serial (same product, no update needed)"
2489,5796,MS2510011A1285,"Duplicate serial (same product, no update needed)"
2490,5796,119116125A04553,"Duplicate serial (same product, no update needed)"
2491,5797,MS2509251B1575,"Duplicate serial (same product, no update needed)"
2492,5797,MS2509251B1484,"Duplicate serial (same product, no update needed)"
2493,5797,MS2509251B1469,"Duplicate serial (same product, no update needed)"
2494,5797,MS2509251B1395,"Duplicate serial (same product, no update needed)"
2495,5797,MS2509251B1466,"Duplicate serial (same product, no update needed)"
2496,5797,MS2509251B1427,"Duplicate serial (same product, no update needed)"
2497,5797,119116125A04555,"Duplicate serial (same product, no update needed)"
2498,5804,MS2510012B0005,"Duplicate serial (same product, no update needed)"
2499,5804,MS2509302B5388,"Duplicate serial (same product, no update needed)"
2500,5804,MS2509302B4770,"Duplicate serial (same product, no update needed)"
2501,5804,MS2509302B4755,"Duplicate serial (same product, no update needed)"
2502,5804,MS2509302B5423,"Duplicate serial (same product, no update needed)"
2503,5804,MS2509302B4793,"Duplicate serial (same product, no update needed)"
2504,5804,119116125A04536,"Duplicate serial (same product, no update needed)"
2505,5806,RSBB1M0020825083010,"Duplicate serial (same product, no update needed)"
2506,5806,RSBB1M0020825083048,"Duplicate serial (same product, no update needed)"
2507,5806,RSBB1M0020825083039,"Duplicate serial (same product, no update needed)"
2508,5806,RSBB1M0020825082894,"Duplicate serial (same product, no update needed)"
2509,5806,RSBB1M0020825083045,"Duplicate serial (same product, no update needed)"
2510,5806,RSBB1M0020825083032,"Duplicate serial (same product, no update needed)"
2511,5806,119116125A04508,"Duplicate serial (same product, no update needed)"
2512,5807,SYS11911JK62MB,"Duplicate serial (same product, no update needed)"
2513,5807,AS2510272A0511,"Duplicate serial (same product, no update needed)"
2514,5807,AS2510272A1253,"Duplicate serial (same product, no update needed)"
2515,5807,AS2510242C4443,"Duplicate serial (same product, no update needed)"
2516,5807,AS2510272A1234,"Duplicate serial (same product, no update needed)"
2517,5807,AS2510272A1080,"Duplicate serial (same product, no update needed)"
2518,5807,AS2510272A0363,"Duplicate serial (same product, no update needed)"
2519,5807,AS2510272A0445,"Duplicate serial (same product, no update needed)"
2520,5811,MS2511182B5002,"Duplicate serial (same product, no update needed)"
2521,5811,MS2511182B5003,"Duplicate serial (same product, no update needed)"
2522,5811,MS2511182B5229,"Duplicate serial (same product, no update needed)"
2523,5811,MS2511182B4957,"Duplicate serial (same product, no update needed)"
2524,5811,MS2511182B2718,"Duplicate serial (same product, no update needed)"
2525,5811,MS2511182B2782,"Duplicate serial (same product, no update needed)"
2526,5811,MS2511092B4177,"Duplicate serial (same product, no update needed)"
2527,5811,MS2511092B3929,"Duplicate serial (same product, no update needed)"
2528,5811,MS2511092B4512,"Duplicate serial (same product, no update needed)"
2529,5811,MS2511092B4537,"Duplicate serial (same product, no update needed)"
2530,5811,MS2511092B3920,"Duplicate serial (same product, no update needed)"
2531,5811,MS2511092B4559,"Duplicate serial (same product, no update needed)"
2532,5811,MS2511092B3924,"Duplicate serial (same product, no update needed)"
2533,5811,MS2511092B4740,"Duplicate serial (same product, no update needed)"
2534,5811,SYS11911SC26190,"Duplicate serial (same product, no update needed)"
2535,5812,MS2511192C0601,"Duplicate serial (same product, no update needed)"
2536,5812,MS2511192C0612,"Duplicate serial (same product, no update needed)"
2537,5812,MS2511182B5405,"Duplicate serial (same product, no update needed)"
2538,5812,MS2511182B5422,"Duplicate serial (same product, no update needed)"
2539,5812,MS2511182B5403,"Duplicate serial (same product, no update needed)"
2540,5812,MS2511182B5414,"Duplicate serial (same product, no update needed)"
2541,5812,119116125A05532,"Duplicate serial (same product, no update needed)"
2542,5813,MS2509292A3098,"Duplicate serial (same product, no update needed)"
2543,5813,MS2509292A2419,"Duplicate serial (same product, no update needed)"
2544,5813,MS2509292A2388,"Duplicate serial (same product, no update needed)"
2545,5813,MS2509292A3068,"Duplicate serial (same product, no update needed)"
2546,5813,MS2509292A2350,"Duplicate serial (same product, no update needed)"
2547,5813,MS2509292A3074,"Duplicate serial (same product, no update needed)"
2548,5813,119116125A04511,"Duplicate serial (same product, no update needed)"
2549,5814,MS2510102C2134,"Duplicate serial (same product, no update needed)"
2550,5814,MS2510102C2149,"Duplicate serial (same product, no update needed)"
2551,5814,MS2510102C2143,"Duplicate serial (same product, no update needed)"
2552,5814,MS2510102C2941,"Duplicate serial (same product, no update needed)"
2553,5814,MS2510102C2130,"Duplicate serial (same product, no update needed)"
2554,5814,MS2510102C2113,"Duplicate serial (same product, no update needed)"
2555,5814,MS2510102C2148,"Duplicate serial (same product, no update needed)"
2556,5814,MS2510102C2136,"Duplicate serial (same product, no update needed)"
2557,5814,MS2510102C2946,"Duplicate serial (same product, no update needed)"
2558,5814,MS2510102C2142,"Duplicate serial (same product, no update needed)"
2559,5814,MS2510102C2912,"Duplicate serial (same product, no update needed)"
2560,5814,SYS119119133325,"Duplicate serial (same product, no update needed)"
2561,5818,RSBB1M0020825083001,"Duplicate serial (same product, no update needed)"
2562,5818,RSBB1M0020825082752,"Duplicate serial (same product, no update needed)"
2563,5818,RSBB1M0020825083015,"Duplicate serial (same product, no update needed)"
2564,5818,RSBB1M0020825083009,"Duplicate serial (same product, no update needed)"
2565,5818,RSBB1M0020825083008,"Duplicate serial (same product, no update needed)"
2566,5818,RSBB1M0020825082971,"Duplicate serial (same product, no update needed)"
2567,5818,119116125A04527,"Duplicate serial (same product, no update needed)"
2568,5821,MS2510011A1159,"Duplicate serial (same product, no update needed)"
2569,5821,MS2510011A1006,"Duplicate serial (same product, no update needed)"
2570,5821,MS2510011A1307,"Duplicate serial (same product, no update needed)"
2571,5821,MS2510011A1283,"Duplicate serial (same product, no update needed)"
2572,5821,MS2510011A1447,"Duplicate serial (same product, no update needed)"
2573,5821,MS2510011A1375,"Duplicate serial (same product, no update needed)"
2574,5821,119116125A04570,"Duplicate serial (same product, no update needed)"
2575,5824,RSBB1M0130825090169,"Duplicate serial (same product, no update needed)"
2576,5824,RSBB1M0130825090125,"Duplicate serial (same product, no update needed)"
2577,5824,RSBB1M0130825090135,"Duplicate serial (same product, no update needed)"
2578,5824,RSBB1M0130825090078,"Duplicate serial (same product, no update needed)"
2579,5824,RSBB1M0130825090072,"Duplicate serial (same product, no update needed)"
2580,5824,RSBB1M0130825090090,"Duplicate serial (same product, no update needed)"
2581,5824,119116125A05273,"Duplicate serial (same product, no update needed)"
2582,5863,AS2510132C1931,"Duplicate serial (same product, no update needed)"
2583,5863,AS2510122C2961,"Duplicate serial (same product, no update needed)"
2584,5863,AS2510132C1984,"Duplicate serial (same product, no update needed)"
2585,5863,AS2510122C2853,"Duplicate serial (same product, no update needed)"
2586,5863,AS2510122C2965,"Duplicate serial (same product, no update needed)"
2587,5863,119116125A04532,"Duplicate serial (same product, no update needed)"
2588,5867,MS2510011A0615,"Duplicate serial (same product, no update needed)"
2589,5867,MS2510011A0672,"Duplicate serial (same product, no update needed)"
2590,5867,MS2510011A0934,"Duplicate serial (same product, no update needed)"
2591,5867,MS2510011A0945,"Duplicate serial (same product, no update needed)"
2592,5867,MS2510011A0895,"Duplicate serial (same product, no update needed)"
2593,5867,MS2510011A0731,"Duplicate serial (same product, no update needed)"
2594,5867,119116125A04500,"Duplicate serial (same product, no update needed)"
2595,5867,0_119116125A04500,"Duplicate serial (same product, no update needed)"
2596,5871,ms2509251b1977,"Duplicate serial (same product, no update needed)"
2597,5871,ms2509251b1974,"Duplicate serial (same product, no update needed)"
2598,5871,ms2509251b1453,"Duplicate serial (same product, no update needed)"
2599,5871,ms2509251b1813,"Duplicate serial (same product, no update needed)"
2600,5871,ms2509251b1978,"Duplicate serial (same product, no update needed)"
2601,5871,ms2509251b1814,"Duplicate serial (same product, no update needed)"
2602,5871,119116125C02252,"Duplicate serial (same product, no update needed)"
2603,5876,MS2509301A5356,"Duplicate serial (same product, no update needed)"
2604,5876,MS2510011A1167,"Duplicate serial (same product, no update needed)"
2605,5876,MS2509301A0092,"Duplicate serial (same product, no update needed)"
2606,5876,MS2510011A1168,"Duplicate serial (same product, no update needed)"
2607,5876,MS2510011A1231,"Duplicate serial (same product, no update needed)"
2608,5876,MS2509301A0164,"Duplicate serial (same product, no update needed)"
2609,5876,119116125A04524,"Duplicate serial (same product, no update needed)"
2610,5880,MS2509302B4015,"Duplicate serial (same product, no update needed)"
2611,5880,MS2509302B3278,"Duplicate serial (same product, no update needed)"
2612,5880,MS2509302B4254,"Duplicate serial (same product, no update needed)"
2613,5880,MS2509302B3432,"Duplicate serial (same product, no update needed)"
2614,5880,MS2509302B3223,"Duplicate serial (same product, no update needed)"
2615,5880,MS2509302B2879,"Duplicate serial (same product, no update needed)"
2616,5880,119116125A04531,"Duplicate serial (same product, no update needed)"
2617,5884,MS2509301A0054,"Duplicate serial (same product, no update needed)"
2618,5884,MS2510011A0937,"Duplicate serial (same product, no update needed)"
2619,5884,MS2509301A0125,"Duplicate serial (same product, no update needed)"
2620,5884,MS2510011A0943,"Duplicate serial (same product, no update needed)"
2621,5884,MS2510011A0847,"Duplicate serial (same product, no update needed)"
2622,5884,MS2510011A0812,"Duplicate serial (same product, no update needed)"
2623,5884,119116125A04573,"Duplicate serial (same product, no update needed)"
2624,5884,0_119116125A04573,"Duplicate serial (same product, no update needed)"
